firstName,lastName,email,phoneNumber,cin,customer_id,ssn,month,age,annual_income,monthly_inhand_salary,total_emi_per_month,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,credit_history_age,payment_of_min_amount,amount_invested_monthly,payment_behaviour,monthly_balance,auto_loan,credit_builder_loan,debt_consolidation_loan,home_equity_loan,mortgage_loan,no_loan,not_specified,payday_loan,personal_loan,student_loan,occupation_Accountant,occupation_Architect,occupation_Developer,occupation_Doctor,occupation_Engineer,occupation_Entrepreneur,occupation_Journalist,occupation_Lawyer,occupation_Manager,occupation_Mechanic,occupation_Media_Manager,occupation_Musician,occupation_Scientist,occupation_Teacher,occupation_Writer,credit_score
Oreskovicl,Alexei,alexeioreskovicl@gmail.com,658542905,ua474,257162,995-31-4989,2.0,26.0,1102640.0,9225667.0,3642904.0,8.0,6.0,19.0,7.0,29.0,14.0,146.0,7.0,0.0,64265.0,4104282.0,153.0,0.0,12157314.0,2.0,41443365.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Berkowitzm,en,enberkowitzm@gmail.com,659125994,ua010,501812,995-31-5528,8.0,17.0,8246785.0,58223206.0,24475115.0,10.0,9.0,22.0,4.0,39.0,15.0,1382.0,10.0,0.0,152801.0,32856037.0,113.0,0.0,62001972.0,2.0,26174612.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Strupczewskiu,Jan,janstrupczewskiu@gmail.com,671696554,ua678,783737,995-31-3039,2.0,38.0,1445043.0,11552025.0,7281282.0,9.0,6.0,21.0,9.0,39.0,20.0,2696.0,6.0,0.0,325214.0,23322435.0,100.0,0.0,100000.0,1.0,22904147.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Jimd,Clare,clarejimd@gmail.com,652149828,ua698,147593,995-31-5799,1.0,42.0,528300.0,45065.0,36948444.0,6.0,5.0,30.0,9.0,35.0,19.0,1199.0,10.0,0.0,160649.0,25505272.0,170.0,0.0,21263112.0,4.0,12853445.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Standard
Ramakrishnany,Sruthi,sruthiramakrishnany@gmail.com,612253957,ua578,853971,995-31-7500,1.0,38.0,6052095.0,47834126.0,16308275.0,10.0,8.0,18.0,5.0,56.0,21.0,2388.0,6.0,0.0,361594.0,35764946.0,142.0,0.0,32027438.0,1.0,28498413.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Standard
Bosew,ita,itabosew@gmail.com,662075170,ua983,468474,995-31-2563,6.0,24.0,468507.0,3837225.0,19482092.0,5.0,4.0,20.0,5.0,14.0,14.0,1423.0,10.0,0.0,167693.0,3432322.0,190.0,0.0,49286907.0,6.0,3796147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Good
Sierraq,Michelle,michellesierraq@gmail.com,625576711,ua765,312567,995-31-4735,4.0,47.0,4164688.0,35155732.0,8073235.0,4.0,4.0,3.0,4.0,5.0,7.0,1162.0,5.0,0.0,73211.0,26465887.0,296.0,0.0,10131351.0,4.0,42951147.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Aloisiy,Silvia,silviaaloisiy@gmail.com,635422563,ua314,993512,995-31-4851,5.0,36.0,10730442.0,8936035.0,0.0,1.0,4.0,7.0,0.0,0.0,10.0,145.0,4.0,0.0,117111.0,33265415.0,227.0,0.0,37978406.0,5.0,76381946.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
Barking,Noah,noahbarking@gmail.com,656657595,ua112,205908,995-31-7060,8.0,33.0,6667956.0,552263.0,74062485.0,4.0,3.0,18.0,2.0,17.0,5.0,975.0,2.0,0.0,46764.0,27604492.0,243.0,0.0,13944742.0,3.0,33370505.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Standard
Thomasr,Leigh,leighthomasr@gmail.com,637490429,ua226,791726,995-31-7445,5.0,32.0,794418.0,647015.0,10561535.0,8.0,8.0,18.0,2.0,26.0,20.0,335.0,7.0,0.0,18070.0,394993.0,135.0,0.0,43924435.0,3.0,28021555.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Good
Brownk,Nick,nickbrownk@gmail.com,641775855,ua006,667445,995-31-3779,7.0,33.0,3965672.0,33697266.0,12584767.0,7.0,9.0,28.0,7.0,41.0,22.0,2705.0,6.0,0.0,353537.0,268098.0,165.0,0.0,120718475.0,5.0,34040652.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Good
Vukmanovicg,Oleg,olegvukmanovicg@gmail.com,637044786,ua965,538485,995-31-2837,1.0,18.0,15094925.0,13429104.0,0.0,3.0,5.0,1.0,0.0,17.0,8.0,956.0,0.0,0.0,26853.0,3438695.0,283.0,0.0,109947525.0,2.0,3043435.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Standard
Rojasa,Luis,luisrojasa@gmail.com,696294954,ua434,779255,995-31-8015,7.0,18.0,1768619.0,14248491.0,59385696.0,9.0,9.0,19.0,6.0,36.0,21.0,2004.0,9.0,0.0,299445.0,40795265.0,117.0,0.0,11838776.0,1.0,25471147.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Standard
Halss,Tom,tomhalss@gmail.com,639228017,ua508,438514,995-31-8232,1.0,44.0,1826043.0,14137025.0,80293106.0,3.0,6.0,15.0,7.0,19.0,17.0,1521.0,5.0,0.0,170916.0,28418724.0,211.0,0.0,19115411.0,1.0,15992302.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Standard
Pressmanb,Aaron,aaronpressmanb@gmail.com,676805090,ua622,156564,995-31-8430,3.0,51.0,2816969.0,2171474.0,0.0,7.0,3.0,15.0,0.0,14.0,16.0,995.0,8.0,0.0,33054.0,22984863.0,347.0,0.0,1265077.0,4.0,3506397.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Standard
Kellyh,Tim,timkellyh@gmail.com,657048350,ua821,653681,995-31-8394,5.0,39.0,273561.0,1998675.0,6066011.0,3.0,4.0,10.0,4.0,27.0,19.0,1094.0,1.0,0.0,68514.0,28019266.0,245.0,0.0,70108116.0,5.0,31909927.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Standard
C.s,Steven,stevenc.s@gmail.com,682498152,ua968,110325,995-31-8050,2.0,19.0,4165462.0,35122183.0,13870644.0,10.0,10.0,25.0,7.0,18.0,20.0,132.0,9.0,0.0,209737.0,344914.0,147.0,0.0,6107922.0,5.0,4014362.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Good
Guptaa,Poornima,poornimaguptaa@gmail.com,618736671,ua786,896762,995-31-4414,4.0,47.0,3118316.0,27605967.0,23722775.0,0.0,7.0,5.0,1.0,3.0,12.0,-254.0,1.0,0.0,85472.0,3551188.0,257.0,0.0,115148094.0,3.0,4071888.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Good
Whitep,Lawrence,lawrencewhitep@gmail.com,612221293,ua596,704608,995-31-5374,2.0,32.0,5156811.0,40163425.0,1720831.0,6.0,10.0,26.0,5.0,27.0,15.0,499.0,8.0,0.0,262012.0,23470236.0,116.0,0.0,10738522.0,5.0,37216592.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Goldsteinz,Matthew,matthewgoldsteinz@gmail.com,689437946,ua199,290363,995-31-2821,3.0,30.0,1574663.0,11222191.0,44040405.0,4.0,3.0,18.0,5.0,22.0,13.0,1083.0,4.0,0.0,209883.0,33031788.0,138.0,0.0,683629.0,2.0,2798186.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Freifeldg,Karen,karenfreifeldg@gmail.com,629974150,ua680,677757,995-31-5442,5.0,38.0,146884.0,10560333.0,24354198.0,7.0,6.0,8.0,3.0,27.0,18.0,1668.0,4.0,0.0,93602.0,3935646.0,135.0,0.0,54573574.0,3.0,29667557.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Standard
Damounip,Nadia,nadiadamounip@gmail.com,649287647,ua213,698680,995-31-9363,8.0,32.0,1021636.0,5870158.0,12122973.0,10.0,8.0,22.0,5.0,20.0,23.0,1955.0,6.0,0.0,370366.0,29456738.0,147.0,0.0,26723717.0,5.0,2623304.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Standard
Hiratay,Noriyuki,noriyukihiratay@gmail.com,631267999,ua019,721044,995-31-3487,2.0,27.0,9788144.0,81387866.0,21746019.0,5.0,7.0,4.0,3.0,16.0,15.0,101.0,3.0,0.0,137945.0,3940528.0,318.0,0.0,63817684.0,6.0,77260077.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Standard
Barrf,Alistair,alistairbarrf@gmail.com,641328583,ua850,258665,995-31-6413,8.0,22.0,5307522.0,4227536.0,30127695.0,7.0,8.0,20.0,7.0,42.0,22.0,1723.0,9.0,0.0,360594.0,2489145.0,173.0,0.0,50272174.0,1.0,28961597.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Good
Valetkevitchn,Caroline,carolinevaletkevitchn@gmail.com,682331400,ua987,166111,995-31-3536,8.0,36.0,8961865.0,7308221.0,26914627.0,6.0,7.0,23.0,6.0,27.0,17.0,1904.0,13.0,0.0,351387.0,37683876.0,174.0,0.0,8327708.0,1.0,2528905.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
Paxtonb,Robin,robinpaxtonb@gmail.com,602099985,ua961,428201,995-31-2670,2.0,31.0,536997.0,4382975.0,0.0,8.0,5.0,13.0,0.0,20.0,9.0,66.0,0.0,0.0,14228.0,35993942.0,320.0,0.0,14941556.0,5.0,53888196.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Standard
Egenterd,Sven,svenegenterd@gmail.com,626845387,ua926,203413,995-31-1885,8.0,24.0,3060863.0,26507192.0,1291912.0,3.0,6.0,9.0,1.0,10.0,14.0,1704.0,9.0,0.0,72974.0,3687502.0,296.0,0.0,6418988.0,1.0,42796292.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
Wohlj,Jessica,jessicawohlj@gmail.com,694541586,ua542,619094,995-31-5431,1.0,16.0,6838002.0,5804335.0,21646266.0,5.0,4.0,10.0,4.0,29.0,22.0,1843.0,6.0,0.0,49554.0,33643974.0,212.0,0.0,57844507.0,1.0,7552579.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Standard
Taylorq,Paul,paultaylorq@gmail.com,627054389,ua549,613570,995-31-6789,6.0,31.0,1768573.0,15528108.0,38533512.0,2.0,1.0,5.0,4.0,1.0,12.0,253.0,3.0,0.0,83813.0,26789394.0,205.0,0.0,15177327.0,1.0,2549743.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Standard
Jonesp,Gavin,gavinjonesp@gmail.com,679223749,ua760,843114,995-31-7768,8.0,43.0,3526309.0,28085908.0,4167736.0,2.0,3.0,8.0,2.0,5.0,4.0,485.0,6.0,0.0,85633.0,3713591.0,347.0,0.0,54539.0,6.0,42464273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Kumarf,Rajesh,rajeshkumarf@gmail.com,648882256,ua587,497078,995-31-9926,7.0,47.0,18681465.0,15847887.0,24821424.0,2.0,3.0,9.0,2.0,6.0,8.0,39.0,3.0,0.0,32788.0,37455204.0,375.0,0.0,32949875.0,4.0,36070758.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Standard
Freilichd,Ellen,ellenfreilichd@gmail.com,616461699,ua577,587079,995-31-4618,1.0,41.0,818878.0,70799834.0,40747852.0,5.0,3.0,26.0,6.0,27.0,14.0,103.0,7.0,0.0,188285.0,28603342.0,196.0,0.0,60925964.0,1.0,30438162.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Malonej,Scott,scottmalonej@gmail.com,627189380,ua129,544037,995-31-4569,6.0,35.0,10603005.0,8628838.0,13649324.0,7.0,3.0,14.0,3.0,11.0,12.0,951.0,8.0,0.0,13653.0,3222425.0,126.0,0.0,518236.0,2.0,48815448.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Standard
Georgiopoulosd,George,georgegeorgiopoulosd@gmail.com,654920615,ua425,644325,995-31-5058,6.0,41.0,4480172.0,39734766.0,21762531.0,0.0,5.0,6.0,1.0,14.0,10.0,403.0,5.0,0.0,15608.0,3916156.0,387.0,0.0,5485798.0,5.0,5707272.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Good
Rudegeairj,Peter,peterrudegeairj@gmail.com,629263956,ua909,862900,995-31-1396,2.0,33.0,9009775.0,6928146.0,21468536.0,8.0,5.0,26.0,3.0,7.0,10.0,1483.0,8.0,0.0,194195.0,34013588.0,164.0,0.0,24995163.0,4.0,28281775.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Egenterv,Sven,svenegenterv@gmail.com,674956567,ua031,984842,995-31-8495,6.0,27.0,4331996.0,37779966.0,0.0,3.0,7.0,3.0,0.0,13.0,0.0,347.0,0.0,0.0,57217.0,29411201.0,222.0,0.0,11637859.0,5.0,51142108.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
Whiten,Stanley,stanleywhiten@gmail.com,657163371,ua975,125715,995-31-4730,7.0,35.0,5735316.0,473843.0,12500868.0,3.0,7.0,20.0,3.0,6.0,20.0,1045.0,0.0,0.0,109532.0,36063873.0,253.0,0.0,12455428.0,3.0,49428003.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Standard
Barkinh,Noah,noahbarkinh@gmail.com,698330108,ua939,382854,995-31-2524,1.0,35.0,2763539.0,24479492.0,25505138.0,5.0,3.0,12.0,2.0,27.0,17.0,1895.0,6.0,0.0,102251.0,29894701.0,337.0,0.0,11691974.0,4.0,36237003.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Standard
Chyena,Lee,leechyena@gmail.com,633288761,ua054,751501,995-31-1192,5.0,33.0,3461712.0,270476.0,9490687.0,7.0,7.0,33.0,6.0,22.0,18.0,84.0,9.0,0.0,158421.0,30521942.0,162.0,0.0,63194477.0,5.0,36237466.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Stebbinse,Chris,chrisstebbinse@gmail.com,666594996,ua465,488267,995-31-8590,8.0,25.0,669194.0,57006167.0,20828876.0,6.0,5.0,13.0,4.0,22.0,9.0,1637.0,5.0,0.0,41794.0,262205.0,82.0,0.0,44535806.0,3.0,18641487.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Good
Slaterh,Steve,steveslaterh@gmail.com,665523775,ua833,834628,995-31-4922,2.0,16.0,414983.0,32651917.0,18751865.0,3.0,4.0,19.0,7.0,29.0,9.0,102.0,5.0,0.0,227526.0,37059425.0,162.0,0.0,13756978.0,5.0,25143074.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Standard
Kerbere,Ross,rosskerbere@gmail.com,612692320,ua328,689583,995-31-1132,6.0,37.0,357194.0,28026167.0,4800661.0,3.0,2.0,11.0,2.0,12.0,8.0,854.0,7.0,0.0,146861.0,33354633.0,252.0,0.0,13008844.0,5.0,38502295.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Standard
Hellerd,Gernot,gernothellerd@gmail.com,643815669,ua672,824709,995-31-4707,3.0,33.0,1742369.0,17079741.0,0.0,6.0,5.0,15.0,0.0,20.0,11.0,1674.0,5.0,0.0,115896.0,35733227.0,376.0,0.0,2615944.0,6.0,38463797.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Standard
Shiht,Gerry,gerryshiht@gmail.com,643267097,ua386,250721,995-31-2465,2.0,25.0,12559752.0,1027746.0,36822644.0,1.0,3.0,12.0,4.0,2.0,12.0,989.0,3.0,0.0,129494.0,25828209.0,359.0,0.0,23237143.0,6.0,66714813.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Standard
Yaoq,Kevin,kevinyaoq@gmail.com,641800661,ua612,132150,995-31-6046,4.0,44.0,6479464.0,5665553.0,26794174.0,7.0,5.0,31.0,5.0,61.0,20.0,235.0,7.0,0.0,208018.0,3504937.0,203.0,0.0,21178987.0,5.0,3368237.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Good
Sabar,Jennifer,jennifersabar@gmail.com,658128447,ua071,570168,995-31-9723,1.0,41.0,655881.0,5310675.0,11206551.0,7.0,4.0,11.0,3.0,22.0,20.0,833.0,0.0,0.0,129214.0,25600214.0,368.0,0.0,11331016.0,5.0,55569183.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Stempelu,Jonathan,jonathanstempelu@gmail.com,643470115,ua351,215638,995-31-8524,2.0,28.0,6012268.0,5004223.0,0.0,2.0,5.0,8.0,0.0,6.0,10.0,1173.0,4.0,0.0,120067.0,3650548.0,186.0,0.0,23587758.0,4.0,52454474.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Nicholsc,Michelle,michellenicholsc@gmail.com,622888223,ua302,794193,995-31-4406,6.0,46.0,11988544.0,10140453.0,6259992.0,3.0,3.0,20.0,1.0,31.0,12.0,1156.0,4.0,0.0,53853.0,2737212.0,319.0,0.0,100000.0,6.0,993618.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Standard
Petersw,Chris,chrispetersw@gmail.com,633821049,ua699,573227,995-31-7921,2.0,46.0,13260669.0,11291558.0,7891103.0,5.0,6.0,7.0,1.0,13.0,12.0,652.0,1.0,0.0,106376.0,29714891.0,396.0,0.0,11457014.0,2.0,18454335.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Standard
Brownq,Nick,nickbrownq@gmail.com,604166580,ua327,455247,995-31-1893,1.0,38.0,3687128.0,31416067.0,61930737.0,3.0,3.0,13.0,3.0,11.0,10.0,1905.0,8.0,0.0,3315.0,300339.0,214.0,0.0,27526453.0,1.0,2669654.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Good
Seetharamann,Deepa,deepaseetharamann@gmail.com,654234821,ua556,366742,995-31-5015,1.0,24.0,8261656.0,70537134.0,14659056.0,6.0,7.0,5.0,4.0,26.0,17.0,439.0,1.0,0.0,120438.0,43257584.0,316.0,0.0,6663923.0,6.0,73214154.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Oreskovics,Alexei,alexeioreskovics@gmail.com,604699741,ua057,114825,995-31-7618,7.0,43.0,6150366.0,4972305.0,17964334.0,7.0,4.0,11.0,4.0,5.0,19.0,1189.0,2.0,0.0,115036.0,27411308.0,400.0,0.0,27336624.0,4.0,30422092.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Standard
Moont,Angela,angelamoont@gmail.com,630022410,ua832,746344,995-31-2702,3.0,49.0,17571864.0,1470722.0,0.0,3.0,5.0,11.0,0.0,12.0,6.0,685.0,5.0,0.0,133686.0,3323117.0,276.0,0.0,60440985.0,1.0,11563121.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Standard
Yaob,Kevin,kevinyaob@gmail.com,664447941,ua084,722062,995-31-3242,5.0,24.0,5986893.0,51110776.0,10462204.0,4.0,7.0,9.0,4.0,8.0,8.0,309.0,4.0,0.0,41772.0,3425434.0,345.0,0.0,22249615.0,1.0,47398956.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Kirschbaumz,Erik,erikkirschbaumz@gmail.com,663807781,ua488,608252,995-31-7998,6.0,18.0,1274648.0,10572066.0,85264755.0,7.0,4.0,14.0,1.0,29.0,17.0,1098.0,0.0,0.0,91737.0,26625881.0,224.0,0.0,39648862.0,5.0,8254533.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
Zhdannikovg,Dmitry,dmitryzhdannikovg@gmail.com,618355275,ua066,290780,995-31-5533,7.0,32.0,3359908.0,27499233.0,9559666.0,5.0,5.0,13.0,4.0,13.0,10.0,718.0,5.0,0.0,7436.0,40411053.0,326.0,0.0,73765724.0,6.0,35984152.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
B.r,Liana,lianab.r@gmail.com,691356106,ua280,514317,995-31-1509,7.0,50.0,606630.0,481125.0,44522366.0,3.0,3.0,20.0,1.0,18.0,20.0,615.0,2.0,0.0,84668.0,30214115.0,327.0,0.0,1471324.0,4.0,5494702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Standard
Jacobsk,Karen,karenjacobsk@gmail.com,658304164,ua266,194098,995-31-5372,6.0,52.0,607337.0,51891416.0,9318162.0,7.0,3.0,5.0,2.0,14.0,11.0,536.0,5.0,0.0,5704.0,28195808.0,351.0,0.0,16174023.0,5.0,5139923.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Standard
Masonz,Josephine,josephinemasonz@gmail.com,651619513,ua119,926192,995-31-3588,5.0,16.0,6392895.0,50624126.0,18402737.0,6.0,6.0,8.0,4.0,7.0,17.0,746.0,6.0,0.0,129064.0,25738771.0,229.0,0.0,9019132.0,6.0,47202255.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Frankelh,Doris,dorisfrankelh@gmail.com,670955858,ua298,182902,995-31-3079,8.0,16.0,1670154.0,1555795.0,45012672.0,7.0,6.0,26.0,5.0,62.0,16.0,1953.0,14.0,0.0,335686.0,33113018.0,48.0,0.0,5576253.0,3.0,3248043.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Standard
Iturrietae,Felipe,felipeiturrietae@gmail.com,620915594,ua224,676285,995-31-9731,8.0,31.0,1936333.0,19046108.0,30693932.0,8.0,6.0,11.0,2.0,7.0,17.0,1831.0,10.0,0.0,11166.0,24394829.0,174.0,0.0,49634678.0,5.0,36013248.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Standard
Wickhamw,Chris,chriswickhamw@gmail.com,629604361,ua364,979417,995-31-9467,2.0,37.0,11679836.0,9912196.0,2562166.0,8.0,7.0,7.0,4.0,15.0,18.0,751.0,0.0,0.0,139973.0,3288158.0,314.0,0.0,100000.0,2.0,10103146.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Standard
Georgiopoulosm,George,georgegeorgiopoulosm@gmail.com,617981882,ua772,294617,995-31-6373,4.0,34.0,811008.0,68224.0,4113863.0,7.0,8.0,31.0,8.0,18.0,20.0,246.0,10.0,0.0,39883.0,27985971.0,8.0,0.0,23785873.0,2.0,312995.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Standard
